name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
HD 181433 d,88,0.54 Jupiters,8.4,2008
HD 18143 b,73,10.80617 Earths,7.518,2022
HD 18143 c,73,9.998 Jupiters,7.518,2022
HD 191806 b,214,9.334 Jupiters,8.09,2016
HD 191939 b,175,10 Earths,8.97,2020
HD 191939 c,175,8 Earths,8.97,2020
HD 191939 d,175,2.8 Earths,8.97,2020
HD 191939 e,175,0.35302 Jupiters,8.97,2022
HD 191939 f,175,2.07659 Jupiters,8.97,2022
HD 191939 g,175,13.5 Earths,8.97,2022
HD 192263 b,64,0.56 Jupiters,7.79,1999
HD 192310 b,29,16.9 Earths,5.73,2011
HD 192310 c,29,24 Earths,5.73,2011
HD 192699 b,234,2.096 Jupiters,6.45591,2007
HD 194490 b,262,11.207 Jupiters,8.99,2022
HD 195019 b,123,3.98 Jupiters,6.87591,1998
HD 196050 b,165,4.55 Jupiters,7.5,2002
HD 196067 b,130,12.5 Jupiters,6.51,2012
HD 19615 b,865,8.5 Jupiters,6.55594,2022
HD 196885 A b,111,2.58 Jupiters,6.39677,2007
HD 197037 b,108,0.79 Jupiters,6.82294,2012
HD 199509 b,79,0.136 Jupiters,6.98,2022
HD 19994 b,73,1.37 Jupiters,5.06345,2003
HD 20003 b,136,11.66 Earths,8.39,2019
HD 20003 c,136,14.44 Earths,8.39,2019
HD 200964 b,237,1.599 Jupiters,6.48605,2010
HD 200964 c,237,1.214 Jupiters,6.48605,2010
HD 202206 c,150,17.9 Jupiters,8.08,2004
HD 202696 b,615,1.996 Jupiters,8.23,2019
HD 202696 c,615,1.864 Jupiters,8.23,2019
HD 202772 A b,527,1.017 Jupiters,8.324,2019
HD 203030 b,128,11 Jupiters,8.45,2006
HD 20329 b,208,7.42 Earths,8.76,2022
HD 203387 b,201,3.48 Jupiters,4.28,2022
HD 203387 c,201,7.485 Jupiters,4.28,2022
HD 2039 b,280,6.29 Jupiters,9,2002
HD 204313 b,156,4.615 Jupiters,7.99,2010
HD 204313 c,156,17.16273 Earths,7.99,2015
HD 204313 e,156,15.317 Jupiters,7.99,2022
HD 204941 b,94,0.23 Jupiters,8.45,2011
HD 205158 b,283,0.392 Jupiters,7.84,2022
HD 205739 b,302,1.37 Jupiters,8.56,2008
HD 206255 b,245,34.2 Earths,7.62,2019
HD 206610 b,480,2.036 Jupiters,8.34,2009
HD 206893 b,133,28 Jupiters,6.68804,2021
HD 206893 c,133,12.7 Jupiters,6.68804,2022
HD 207496 b,77,6.1 Earths,8.23,2023
HD 20781 b,117,1.93 Earths,8.48,2019
HD 20781 c,117,5.33 Earths,8.48,2019
HD 20781 d,117,10.61 Earths,8.48,2019
HD 20781 e,117,14.03 Earths,8.48,2019
HD 20782 b,117,1.4878 Jupiters,7.36,2006
HD 207832 b,192,0.56 Jupiters,8.78,2012
HD 207832 c,192,0.73 Jupiters,8.78,2012
HD 207897 b,92,14.4 Earths,8.37,2021
HD 20794 b,20,2.7 Earths,4.258,2011
HD 20794 c,20,2.4 Earths,4.258,2011
HD 20794 d,20,4.8 Earths,4.258,2011
HD 20794 e,20,4.77 Earths,4.258,2017
HD 208487 b,147,0.52 Jupiters,7.47,2004
HD 208527 b,1018,9.9 Jupiters,6.38984,2012
HD 20868 b,156,1.25 Jupiters,9.92,2008
HD 208897 b,220,1.4 Jupiters,6.50821,2017
HD 209458 b,158,0.73 Jupiters,7.65,1999
HD 210193 b,138,0.4817 Jupiters,7.83,2019
HD 210277 b,69,1.29 Jupiters,6.54348,1998
HD 210702 b,177,1.808 Jupiters,5.93022,2007
HD 211403 b,271,5.54 Jupiters,8.48,2021
HD 211810 b,211,0.67 Jupiters,8.59,2018
HD 211970 b,43,13 Earths,10.24,2019
HD 212301 b,177,0.51 Jupiters,7.76,2005
HD 212771 b,363,2.39 Jupiters,7.6,2009
HD 213240 b,133,5.21 Jupiters,6.81,2001
HD 213472 b,210,3.5 Jupiters,8.17,2021
HD 213519 b,134,9.21702 Earths,7.68,2022
HD 213885 b,157,8.83 Earths,7.95,2019
HD 213885 c,157,19.95 Earths,7.95,2019
HD 21411 b,95,0.20734 Jupiters,7.88,2019
HD 207832 c,192,0.73 Jupiters,8.78,2012
HD 207897 b,92,14.4 Earths,8.37,2021
HD 20794 b,20,2.7 Earths,4.258,2011
HD 20794 c,20,2.4 Earths,4.258,2011
HD 20794 d,20,4.8 Earths,4.258,2011
HD 20794 e,20,4.77 Earths,4.258,2017
HD 208487 b,147,0.52 Jupiters,7.47,2004
HD 208527 b,1018,9.9 Jupiters,6.38984,2012
HD 20868 b,156,1.25 Jupiters,9.92,2008
HD 208897 b,220,1.4 Jupiters,6.50821,2017
HD 209458 b,158,0.73 Jupiters,7.65,1999
HD 210193 b,138,0.4817 Jupiters,7.83,2019
HD 210277 b,69,1.29 Jupiters,6.54348,1998
HD 210702 b,177,1.808 Jupiters,5.93022,2007
HD 211403 b,271,5.54 Jupiters,8.48,2021
HD 211810 b,211,0.67 Jupiters,8.59,2018
HD 211970 b,43,13 Earths,10.24,2019
HD 212301 b,177,0.51 Jupiters,7.76,2005
HD 212771 b,363,2.39 Jupiters,7.6,2009
HD 213240 b,133,5.21 Jupiters,6.81,2001
HD 213472 b,210,3.5 Jupiters,8.17,2021
HD 213519 b,134,9.21702 Earths,7.68,2022
HD 213885 b,157,8.83 Earths,7.95,2019
HD 213885 c,157,19.95 Earths,7.95,2019
HD 21411 b,95,0.20734 Jupiters,7.88,2019
HD 207832 c,192,0.73 Jupiters,8.78,2012
HD 207897 b,92,14.4 Earths,8.37,2021
HD 20794 b,20,2.7 Earths,4.258,2011
HD 20794 c,20,2.4 Earths,4.258,2011
HD 20794 d,20,4.8 Earths,4.258,2011
HD 20794 e,20,4.77 Earths,4.258,2017
HD 208487 b,147,0.52 Jupiters,7.47,2004
HD 208527 b,1018,9.9 Jupiters,6.38984,2012
HD 20868 b,156,1.25 Jupiters,9.92,2008
HD 208897 b,220,1.4 Jupiters,6.50821,2017
HD 209458 b,158,0.73 Jupiters,7.65,1999
HD 210193 b,138,0.4817 Jupiters,7.83,2019
HD 210277 b,69,1.29 Jupiters,6.54348,1998
HD 210702 b,177,1.808 Jupiters,5.93022,2007
HD 211403 b,271,5.54 Jupiters,8.48,2021
HD 211810 b,211,0.67 Jupiters,8.59,2018
HD 211970 b,43,13 Earths,10.24,2019
HD 212301 b,177,0.51 Jupiters,7.76,2005
HD 212771 b,363,2.39 Jupiters,7.6,2009
HD 213240 b,133,5.21 Jupiters,6.81,2001
HD 213472 b,210,3.5 Jupiters,8.17,2021
HD 213519 b,134,9.21702 Earths,7.68,2022
HD 213885 b,157,8.83 Earths,7.95,2019
HD 213885 c,157,19.95 Earths,7.95,2019
HD 21411 b,95,0.20734 Jupiters,7.88,2019
HD 214823 b,331,18.61 Jupiters,8.06,2016
HD 215152 b,70,1.819 Earths,8.11,2018
HD 215152 c,70,1.72 Earths,8.11,2018
HD 215152 d,70,2.801 Earths,8.11,2018
HD 215152 e,70,2.877 Earths,8.11,2018
HD 215497 b,132,6.3566 Earths,8.96,2009
HD 215497 c,132,0.33 Jupiters,8.96,2009
HD 216435 b,108,1.26 Jupiters,6.03,2002
HD 216437 b,87,3.88 Jupiters,6.04,2002
HD 216520 b,64,10.26 Earths,7.53,2020
HD 216520 c,64,9.44 Earths,7.53,2020
HD 216536 b,1227,1.05 Jupiters,9.229,2015
HD 216770 b,120,0.57 Jupiters,8.11,2003
HD 21693 b,108,8.23 Earths,7.95,2019
HD 21693 c,108,17.37 Earths,7.95,2019
HD 217107 b,65,1.3 Jupiters,6.155,1998
HD 217107 c,65,2.6 Jupiters,6.155,2005
HD 21749 c,53,3.7 Earths,8.08,2019
HD 217786 b,181,13.852 Jupiters,7.78,2011
HD 217786 c,181,7.31005 Earths,7.78,2022
HD 217958 b,202,0.524 Jupiters,8.05,2022
HD 218566 b,94,0.2 Jupiters,8.6,2010
HD 219077 b,95,9.62 Jupiters,6.12,2012
HD 219134 b,21,4.74 Earths,5.54,2015
HD 219134 c,21,4.36 Earths,5.54,2015
HD 214823 b,331,18.61 Jupiters,8.06,2016
HD 215152 b,70,1.819 Earths,8.11,2018
HD 215152 c,70,1.72 Earths,8.11,2018
HD 215152 d,70,2.801 Earths,8.11,2018
HD 215152 e,70,2.877 Earths,8.11,2018
HD 215497 b,132,6.3566 Earths,8.96,2009
HD 215497 c,132,0.33 Jupiters,8.96,2009
HD 216435 b,108,1.26 Jupiters,6.03,2002
HD 216437 b,87,3.88 Jupiters,6.04,2002
HD 216520 b,64,10.26 Earths,7.53,2020
HD 216520 c,64,9.44 Earths,7.53,2020
HD 216536 b,1227,1.05 Jupiters,9.229,2015
HD 216770 b,120,0.57 Jupiters,8.11,2003
HD 21693 b,108,8.23 Earths,7.95,2019
HD 21693 c,108,17.37 Earths,7.95,2019
HD 217107 b,65,1.3 Jupiters,6.155,1998
HD 217107 c,65,2.6 Jupiters,6.155,2005
HD 21749 c,53,3.7 Earths,8.08,2019
HD 217786 b,181,13.852 Jupiters,7.78,2011
HD 217786 c,181,7.31005 Earths,7.78,2022
HD 217958 b,202,0.524 Jupiters,8.05,2022
HD 218566 b,94,0.2 Jupiters,8.6,2010
HD 219077 b,95,9.62 Jupiters,6.12,2012
HD 219134 b,21,4.74 Earths,5.54,2015
HD 219134 c,21,4.36 Earths,5.54,2015
HD 214823 b,331,18.61 Jupiters,8.06,2016
HD 215152 b,70,1.819 Earths,8.11,2018
HD 215152 c,70,1.72 Earths,8.11,2018
HD 215152 d,70,2.801 Earths,8.11,2018
HD 215152 e,70,2.877 Earths,8.11,2018
HD 215497 b,132,6.3566 Earths,8.96,2009
HD 215497 c,132,0.33 Jupiters,8.96,2009
HD 216435 b,108,1.26 Jupiters,6.03,2002
HD 216437 b,87,3.88 Jupiters,6.04,2002
HD 216520 b,64,10.26 Earths,7.53,2020
HD 216520 c,64,9.44 Earths,7.53,2020
HD 216536 b,1227,1.05 Jupiters,9.229,2015
HD 216770 b,120,0.57 Jupiters,8.11,2003
HD 21693 b,108,8.23 Earths,7.95,2019
HD 21693 c,108,17.37 Earths,7.95,2019
HD 217107 b,65,1.3 Jupiters,6.155,1998
HD 217107 c,65,2.6 Jupiters,6.155,2005
HD 21749 c,53,3.7 Earths,8.08,2019
HD 217786 b,181,13.852 Jupiters,7.78,2011
HD 217786 c,181,7.31005 Earths,7.78,2022
HD 217958 b,202,0.524 Jupiters,8.05,2022
HD 218566 b,94,0.2 Jupiters,8.6,2010
HD 219077 b,95,9.62 Jupiters,6.12,2012
HD 219134 b,21,4.74 Earths,5.54,2015
HD 219134 c,21,4.36 Earths,5.54,2015
HD 219134 d,21,16.17 Earths,5.54,2015
HD 219134 f,21,7.3 Earths,5.54,2015
HD 219134 g,21,10.80622 Earths,5.54,2015
HD 219134 h,21,0.34 Jupiters,5.54,2015
HD 219139 b,342,0.78 Jupiters,5.84863,2021
HD 219415 b,539,1 Jupiter,8.909,2012
HD 219666 b,307,16.6 Earths,9.809,2018
HD 219828 b,238,19.0697 Earths,8.04,2007
HD 219828 c,238,16.054 Jupiters,8.04,2016
HD 220074 b,1059,16.64 Jupiters,6.40607,2012
HD 220197 b,210,0.2 Jupiters,8.92,2018
HD 220689 b,153,1.2 Jupiters,7.74,2012
HD 220773 b,165,1.45 Jupiters,7.10831,2011
HD 220842 b,211,3.18 Jupiters,7.98,2016
HD 221287 b,182,3.09 Jupiters,7.82,2007
HD 221416 b,312,0.19 Jupiters,8.15,2019
HD 221420 b,102,20.35 Jupiters,5.82,2019
HD 221585 b,182,1.61 Jupiters,7.457,2016
HD 222076 b,297,1.56 Jupiters,7.47,2016
HD 222155 b,165,1.83 Jupiters,7.11716,2011
HD 222582 b,138,8.37 Jupiters,7.68,1999
HD 224538 b,258,6.531 Jupiters,8.06,2016
HD 224693 b,305,0.7 Jupiters,8.23,2006
HD 22496 b,44,5.57 Earths,8.57,2021
HD 22532 b,526,2.12 Jupiters,7.85,2022
HD 219134 d,21,16.17 Earths,5.54,2015
HD 219134 f,21,7.3 Earths,5.54,2015
HD 219134 g,21,10.80622 Earths,5.54,2015
HD 219134 h,21,0.34 Jupiters,5.54,2015
HD 219139 b,342,0.78 Jupiters,5.84863,2021
HD 219415 b,539,1 Jupiter,8.909,2012
HD 219666 b,307,16.6 Earths,9.809,2018
HD 219828 b,238,19.0697 Earths,8.04,2007
HD 219828 c,238,16.054 Jupiters,8.04,2016
HD 220074 b,1059,16.64 Jupiters,6.40607,2012
HD 220197 b,210,0.2 Jupiters,8.92,2018
HD 220689 b,153,1.2 Jupiters,7.74,2012
HD 220773 b,165,1.45 Jupiters,7.10831,2011
HD 220842 b,211,3.18 Jupiters,7.98,2016
HD 221287 b,182,3.09 Jupiters,7.82,2007
HD 221416 b,312,0.19 Jupiters,8.15,2019
HD 221420 b,102,20.35 Jupiters,5.82,2019
HD 221585 b,182,1.61 Jupiters,7.457,2016
HD 222076 b,297,1.56 Jupiters,7.47,2016
HD 222155 b,165,1.83 Jupiters,7.11716,2011
HD 222582 b,138,8.37 Jupiters,7.68,1999
HD 224538 b,258,6.531 Jupiters,8.06,2016
HD 224693 b,305,0.7 Jupiters,8.23,2006
HD 22496 b,44,5.57 Earths,8.57,2021
HD 22532 b,526,2.12 Jupiters,7.85,2022
HD 22781 b,106,13.65 Jupiters,8.78,2011
HD 23079 b,109,2.61 Jupiters,7.12,2001
HD 23127 b,306,1.527 Jupiters,8.58,2006
HD 231701 b,355,1.13 Jupiters,8.97,2007
HD 233604 b,2763,6.575 Jupiters,10.291,2013
HD 233832 b,192,1.78 Jupiters,10.15,2018
HD 23472 b,127,8.32 Earths,9.73,2019
HD 23472 c,127,3.41 Earths,9.73,2019
HD 23472 d,127,0.55 Earths,9.73,2022
HD 23472 e,127,0.72 Earths,9.73,2022
HD 23472 f,127,0.77 Earths,9.73,2022
HD 23596 b,170,11.914 Jupiters,7.26122,2003
HD 238090 b,50,6.89 Earths,9.71,2020
HD 238914 b,1694,6 Jupiters,8.770001,2018
HD 240210 b,1215,5.21 Jupiters,8.270001,2009
HD 240237 b,3045,15.89 Jupiters,8.19,2011
HD 24040 b,152,3.86 Jupiters,7.515,2006
HD 24040 c,152,0.201 Jupiters,7.515,2021
HD 24064 b,979,12.89 Jupiters,6.74616,2015
HD 24085 b,179,11.8 Earths,7.57,2019
HD 25015 b,122,9.077 Jupiters,8.87,2019
HD 25171 b,181,0.915 Jupiters,7.77,2010
HD 25723 b,375,2.5 Jupiters,5.60075,2020
HD 25912 b,160,38.13941 Earths,8.2,2022
HD 25912 c,160,16.527 Jupiters,8.2,2022
HD 22781 b,106,13.65 Jupiters,8.78,2011
HD 23079 b,109,2.61 Jupiters,7.12,2001
HD 23127 b,306,1.527 Jupiters,8.58,2006
HD 231701 b,355,1.13 Jupiters,8.97,2007
HD 233604 b,2763,6.575 Jupiters,10.291,2013
HD 233832 b,192,1.78 Jupiters,10.15,2018
HD 23472 b,127,8.32 Earths,9.73,2019
HD 23472 c,127,3.41 Earths,9.73,2019
HD 23472 d,127,0.55 Earths,9.73,2022
HD 23472 e,127,0.72 Earths,9.73,2022
HD 23472 f,127,0.77 Earths,9.73,2022
HD 23596 b,170,11.914 Jupiters,7.26122,2003
HD 238090 b,50,6.89 Earths,9.71,2020
HD 238914 b,1694,6 Jupiters,8.770001,2018
HD 240210 b,1215,5.21 Jupiters,8.270001,2009
HD 240237 b,3045,15.89 Jupiters,8.19,2011
HD 24040 b,152,3.86 Jupiters,7.515,2006
HD 24040 c,152,0.201 Jupiters,7.515,2021
HD 24064 b,979,12.89 Jupiters,6.74616,2015
HD 24085 b,179,11.8 Earths,7.57,2019
HD 25015 b,122,9.077 Jupiters,8.87,2019
HD 25171 b,181,0.915 Jupiters,7.77,2010
HD 25723 b,375,2.5 Jupiters,5.60075,2020
HD 25912 b,160,38.13941 Earths,8.2,2022
HD 25912 c,160,16.527 Jupiters,8.2,2022
HD 22781 b,106,13.65 Jupiters,8.78,2011
HD 23079 b,109,2.61 Jupiters,7.12,2001
HD 23127 b,306,1.527 Jupiters,8.58,2006
HD 231701 b,355,1.13 Jupiters,8.97,2007
HD 233604 b,2763,6.575 Jupiters,10.291,2013
HD 233832 b,192,1.78 Jupiters,10.15,2018
HD 23472 b,127,8.32 Earths,9.73,2019
HD 23472 c,127,3.41 Earths,9.73,2019
HD 23472 d,127,0.55 Earths,9.73,2022
HD 23472 e,127,0.72 Earths,9.73,2022
HD 23472 f,127,0.77 Earths,9.73,2022
HD 23596 b,170,11.914 Jupiters,7.26122,2003
HD 238090 b,50,6.89 Earths,9.71,2020
HD 238914 b,1694,6 Jupiters,8.770001,2018
HD 240210 b,1215,5.21 Jupiters,8.270001,2009
HD 240237 b,3045,15.89 Jupiters,8.19,2011
HD 24040 b,152,3.86 Jupiters,7.515,2006
HD 24040 c,152,0.201 Jupiters,7.515,2021
HD 24064 b,979,12.89 Jupiters,6.74616,2015
HD 24085 b,179,11.8 Earths,7.57,2019
HD 25015 b,122,9.077 Jupiters,8.87,2019
HD 25171 b,181,0.915 Jupiters,7.77,2010
HD 25723 b,375,2.5 Jupiters,5.60075,2020
HD 25912 b,160,38.13941 Earths,8.2,2022
HD 25912 c,160,16.527 Jupiters,8.2,2022
HD 22781 b,106,13.65 Jupiters,8.78,2011
HD 23079 b,109,2.61 Jupiters,7.12,2001
HD 23127 b,306,1.527 Jupiters,8.58,2006
HD 231701 b,355,1.13 Jupiters,8.97,2007
HD 233604 b,2763,6.575 Jupiters,10.291,2013
HD 233832 b,192,1.78 Jupiters,10.15,2018
HD 23472 b,127,8.32 Earths,9.73,2019
HD 23472 c,127,3.41 Earths,9.73,2019
HD 23472 d,127,0.55 Earths,9.73,2022
HD 23472 e,127,0.72 Earths,9.73,2022
HD 23472 f,127,0.77 Earths,9.73,2022
HD 23596 b,170,11.914 Jupiters,7.26122,2003
HD 238090 b,50,6.89 Earths,9.71,2020
HD 238914 b,1694,6 Jupiters,8.770001,2018
HD 240210 b,1215,5.21 Jupiters,8.270001,2009
HD 240237 b,3045,15.89 Jupiters,8.19,2011
HD 24040 b,152,3.86 Jupiters,7.515,2006
HD 24040 c,152,0.201 Jupiters,7.515,2021
HD 24064 b,979,12.89 Jupiters,6.74616,2015
HD 24085 b,179,11.8 Earths,7.57,2019
HD 25015 b,122,9.077 Jupiters,8.87,2019
HD 25171 b,181,0.915 Jupiters,7.77,2010
HD 25723 b,375,2.5 Jupiters,5.60075,2020
HD 25912 b,160,38.13941 Earths,8.2,2022
HD 25912 c,160,16.527 Jupiters,8.2,2022
HD 22781 b,106,13.65 Jupiters,8.78,2011
HD 23079 b,109,2.61 Jupiters,7.12,2001
HD 23127 b,306,1.527 Jupiters,8.58,2006
HD 231701 b,355,1.13 Jupiters,8.97,2007
HD 233604 b,2763,6.575 Jupiters,10.291,2013
HD 233832 b,192,1.78 Jupiters,10.15,2018
HD 23472 b,127,8.32 Earths,9.73,2019
HD 23472 c,127,3.41 Earths,9.73,2019
HD 23472 d,127,0.55 Earths,9.73,2022
HD 23472 e,127,0.72 Earths,9.73,2022
HD 23472 f,127,0.77 Earths,9.73,2022
HD 23596 b,170,11.914 Jupiters,7.26122,2003
HD 238090 b,50,6.89 Earths,9.71,2020
HD 238914 b,1694,6 Jupiters,8.770001,2018
HD 240210 b,1215,5.21 Jupiters,8.270001,2009
HD 240237 b,3045,15.89 Jupiters,8.19,2011
HD 24040 b,152,3.86 Jupiters,7.515,2006
HD 24040 c,152,0.201 Jupiters,7.515,2021
HD 24064 b,979,12.89 Jupiters,6.74616,2015
HD 24085 b,179,11.8 Earths,7.57,2019
HD 25015 b,122,9.077 Jupiters,8.87,2019
HD 25171 b,181,0.915 Jupiters,7.77,2010
HD 25723 b,375,2.5 Jupiters,5.60075,2020
HD 25912 b,160,38.13941 Earths,8.2,2022
HD 25912 c,160,16.527 Jupiters,8.2,2022
HD 260655 b,33,2.14 Earths,9.63,2022
HD 260655 c,33,3.09 Earths,9.63,2022
HD 26161 b,133,28.46 Jupiters,6.89333,2021
HD 2638 b,179,0.42 Jupiters,9.44,2005
HD 2685 b,642,1.17 Jupiters,9.595,2019
HD 26965 b,16,8.47 Earths,4.415,2018
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 27631 b,164,1.56 Jupiters,8.26,2012
HD 27894 b,143,0.619 Jupiters,9.36,2005
HD 27894 c,143,0.162 Jupiters,9.36,2017
HD 27894 d,143,6.493 Jupiters,9.36,2017
HD 27969 b,222,4.8 Jupiters,7.66,2021
HD 28109 b,455,18.496 Earths,9.42,2022
HD 28109 c,455,7.943 Earths,9.42,2022
HD 28109 d,455,5.681 Earths,9.42,2022
HD 28185 b,128,5.837 Jupiters,7.8,2001
HD 28185 c,128,19.639 Jupiters,7.8,2022
HD 28192 b,162,0.314 Jupiters,8.06,2022
HD 28254 b,180,1.16 Jupiters,7.69,2010
HD 285507 b,147,0.98 Jupiters,10.49,2013
HD 285968 b,31,8.4 Earths,9.95,2008
HD 28678 b,619,1.542 Jupiters,8.38,2011
HD 29021 b,101,4.47 Jupiters,7.76,2017
HD 290327 b,184,2.43 Jupiters,8.99,2009
HD 29399 b,144,1.57 Jupiters,5.79,2022
HD 260655 b,33,2.14 Earths,9.63,2022
HD 260655 c,33,3.09 Earths,9.63,2022
HD 26161 b,133,28.46 Jupiters,6.89333,2021
HD 2638 b,179,0.42 Jupiters,9.44,2005
HD 2685 b,642,1.17 Jupiters,9.595,2019
HD 26965 b,16,8.47 Earths,4.415,2018
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 27631 b,164,1.56 Jupiters,8.26,2012
HD 27894 b,143,0.619 Jupiters,9.36,2005
HD 27894 c,143,0.162 Jupiters,9.36,2017
HD 27894 d,143,6.493 Jupiters,9.36,2017
HD 27969 b,222,4.8 Jupiters,7.66,2021
HD 28109 b,455,18.496 Earths,9.42,2022
HD 28109 c,455,7.943 Earths,9.42,2022
HD 28109 d,455,5.681 Earths,9.42,2022
HD 28185 b,128,5.837 Jupiters,7.8,2001
HD 28185 c,128,19.639 Jupiters,7.8,2022
HD 28192 b,162,0.314 Jupiters,8.06,2022
HD 28254 b,180,1.16 Jupiters,7.69,2010
HD 285507 b,147,0.98 Jupiters,10.49,2013
HD 285968 b,31,8.4 Earths,9.95,2008
HD 28678 b,619,1.542 Jupiters,8.38,2011
HD 29021 b,101,4.47 Jupiters,7.76,2017
HD 290327 b,184,2.43 Jupiters,8.99,2009
HD 29399 b,144,1.57 Jupiters,5.79,2022
HD 260655 b,33,2.14 Earths,9.63,2022
HD 260655 c,33,3.09 Earths,9.63,2022
HD 26161 b,133,28.46 Jupiters,6.89333,2021
HD 2638 b,179,0.42 Jupiters,9.44,2005
HD 2685 b,642,1.17 Jupiters,9.595,2019
HD 26965 b,16,8.47 Earths,4.415,2018
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 27631 b,164,1.56 Jupiters,8.26,2012
HD 27894 b,143,0.619 Jupiters,9.36,2005
HD 27894 c,143,0.162 Jupiters,9.36,2017
HD 27894 d,143,6.493 Jupiters,9.36,2017
HD 27969 b,222,4.8 Jupiters,7.66,2021
HD 28109 b,455,18.496 Earths,9.42,2022
HD 28109 c,455,7.943 Earths,9.42,2022
HD 28109 d,455,5.681 Earths,9.42,2022
HD 28185 b,128,5.837 Jupiters,7.8,2001
HD 28185 c,128,19.639 Jupiters,7.8,2022
HD 28192 b,162,0.314 Jupiters,8.06,2022
HD 28254 b,180,1.16 Jupiters,7.69,2010
HD 285507 b,147,0.98 Jupiters,10.49,2013
HD 285968 b,31,8.4 Earths,9.95,2008
HD 28678 b,619,1.542 Jupiters,8.38,2011
HD 29021 b,101,4.47 Jupiters,7.76,2017
HD 290327 b,184,2.43 Jupiters,8.99,2009
HD 29399 b,144,1.57 Jupiters,5.79,2022
HD 260655 b,33,2.14 Earths,9.63,2022
HD 260655 c,33,3.09 Earths,9.63,2022
HD 26161 b,133,28.46 Jupiters,6.89333,2021
HD 2638 b,179,0.42 Jupiters,9.44,2005
HD 2685 b,642,1.17 Jupiters,9.595,2019
HD 26965 b,16,8.47 Earths,4.415,2018
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 27631 b,164,1.56 Jupiters,8.26,2012
HD 27894 b,143,0.619 Jupiters,9.36,2005
HD 27894 c,143,0.162 Jupiters,9.36,2017
HD 27894 d,143,6.493 Jupiters,9.36,2017
HD 27969 b,222,4.8 Jupiters,7.66,2021
HD 28109 b,455,18.496 Earths,9.42,2022
HD 28109 c,455,7.943 Earths,9.42,2022
HD 28109 d,455,5.681 Earths,9.42,2022
HD 28185 b,128,5.837 Jupiters,7.8,2001
HD 28185 c,128,19.639 Jupiters,7.8,2022
HD 28192 b,162,0.314 Jupiters,8.06,2022
HD 28254 b,180,1.16 Jupiters,7.69,2010
HD 285507 b,147,0.98 Jupiters,10.49,2013
HD 285968 b,31,8.4 Earths,9.95,2008
HD 28678 b,619,1.542 Jupiters,8.38,2011
HD 29021 b,101,4.47 Jupiters,7.76,2017
HD 290327 b,184,2.43 Jupiters,8.99,2009
HD 29399 b,144,1.57 Jupiters,5.79,2022
HD 260655 b,33,2.14 Earths,9.63,2022
HD 260655 c,33,3.09 Earths,9.63,2022
HD 26161 b,133,28.46 Jupiters,6.89333,2021
HD 2638 b,179,0.42 Jupiters,9.44,2005
HD 2685 b,642,1.17 Jupiters,9.595,2019
HD 26965 b,16,8.47 Earths,4.415,2018
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 27631 b,164,1.56 Jupiters,8.26,2012
HD 27894 b,143,0.619 Jupiters,9.36,2005
HD 27894 c,143,0.162 Jupiters,9.36,2017
HD 27894 d,143,6.493 Jupiters,9.36,2017
HD 27969 b,222,4.8 Jupiters,7.66,2021
HD 28109 b,455,18.496 Earths,9.42,2022
HD 28109 c,455,7.943 Earths,9.42,2022
HD 28109 d,455,5.681 Earths,9.42,2022
HD 28185 b,128,5.837 Jupiters,7.8,2001
HD 28185 c,128,19.639 Jupiters,7.8,2022
HD 28192 b,162,0.314 Jupiters,8.06,2022
HD 28254 b,180,1.16 Jupiters,7.69,2010
HD 285507 b,147,0.98 Jupiters,10.49,2013
HD 285968 b,31,8.4 Earths,9.95,2008
HD 28678 b,619,1.542 Jupiters,8.38,2011
HD 29021 b,101,4.47 Jupiters,7.76,2017
HD 290327 b,184,2.43 Jupiters,8.99,2009
HD 29399 b,144,1.57 Jupiters,5.79,2022
HD 260655 b,33,2.14 Earths,9.63,2022
HD 260655 c,33,3.09 Earths,9.63,2022
HD 26161 b,133,28.46 Jupiters,6.89333,2021
HD 2638 b,179,0.42 Jupiters,9.44,2005
HD 2685 b,642,1.17 Jupiters,9.595,2019
HD 26965 b,16,8.47 Earths,4.415,2018
HD 27442 b,60,1.56 Jupiters,4.44,2000
HD 27631 b,164,1.56 Jupiters,8.26,2012
HD 27894 b,143,0.619 Jupiters,9.36,2005
HD 27894 c,143,0.162 Jupiters,9.36,2017
HD 27894 d,143,6.493 Jupiters,9.36,2017
HD 27969 b,222,4.8 Jupiters,7.66,2021
HD 28109 b,455,18.496 Earths,9.42,2022
HD 28109 c,455,7.943 Earths,9.42,2022
HD 28109 d,455,5.681 Earths,9.42,2022
HD 28185 b,128,5.837 Jupiters,7.8,2001
HD 28185 c,128,19.639 Jupiters,7.8,2022
HD 28192 b,162,0.314 Jupiters,8.06,2022
HD 28254 b,180,1.16 Jupiters,7.69,2010
HD 285507 b,147,0.98 Jupiters,10.49,2013
HD 285968 b,31,8.4 Earths,9.95,2008
HD 28678 b,619,1.542 Jupiters,8.38,2011
HD 29021 b,101,4.47 Jupiters,7.76,2017
HD 290327 b,184,2.43 Jupiters,8.99,2009
